emotion,filename
Disgusted,6669.wav
Disgusted,6670.wav
Angry,6671.wav
Disgusted,6672.wav
Disgusted,6673.wav
Disgusted,6674.wav
Neutral,6675.wav
Fearful,6676.wav
Happy,6677.wav
Angry,6678.wav
Angry,6679.wav
Angry,6680.wav
Happy,6681.wav
Happy,6682.wav
Fearful,6683.wav
Angry,6684.wav
Suprised,6685.wav
Disgusted,6686.wav
Happy,6687.wav
Angry,6688.wav
Fearful,6689.wav
Sad,6690.wav
Fearful,6691.wav
Neutral,6692.wav
Angry,6693.wav
Angry,6694.wav
Sad,6695.wav
Fearful,6696.wav
Fearful,6697.wav
Sad,6698.wav
Angry,6699.wav
Neutral,6700.wav
Neutral,6701.wav
Disgusted,6702.wav
Disgusted,6703.wav
Angry,6704.wav
Happy,6705.wav
Neutral,6706.wav
Fearful,6707.wav
Happy,6708.wav
Sad,6709.wav
Happy,6710.wav
Happy,6711.wav
Neutral,6712.wav
Neutral,6713.wav
Fearful,6714.wav
Fearful,6715.wav
Fearful,6716.wav
Happy,6717.wav
Disgusted,6718.wav
Neutral,6719.wav
Happy,6720.wav
Fearful,6721.wav
Neutral,6722.wav
Angry,6723.wav
Angry,6724.wav
Sad,6725.wav
Neutral,6726.wav
Neutral,6727.wav
Angry,6728.wav
Suprised,6729.wav
Angry,6730.wav
Disgusted,6731.wav
Happy,6732.wav
Disgusted,6733.wav
Sad,6734.wav
Happy,6735.wav
Happy,6736.wav
Angry,6737.wav
Sad,6738.wav
Angry,6739.wav
Angry,6740.wav
Disgusted,6741.wav
Happy,6742.wav
Fearful,6743.wav
Fearful,6744.wav
Sad,6745.wav
Neutral,6746.wav
Suprised,6747.wav
Angry,6748.wav
Happy,6749.wav
Fearful,6750.wav
Neutral,6751.wav
Disgusted,6752.wav
Happy,6753.wav
Fearful,6754.wav
Disgusted,6755.wav
Disgusted,6756.wav
Happy,6757.wav
Happy,6758.wav
Happy,6759.wav
Sad,6760.wav
Angry,6761.wav
Neutral,6762.wav
Neutral,6763.wav
Fearful,6764.wav
Disgusted,6765.wav
Disgusted,6766.wav
Happy,6767.wav
Sad,6768.wav
Happy,6769.wav
Disgusted,6770.wav
Disgusted,6771.wav
Angry,6772.wav
Angry,6773.wav
Happy,6774.wav
Happy,6775.wav
Disgusted,6776.wav
Suprised,6777.wav
Fearful,6778.wav
Neutral,6779.wav
Angry,6780.wav
Neutral,6781.wav
Neutral,6782.wav
Happy,6783.wav
Neutral,6784.wav
Disgusted,6785.wav
Neutral,6786.wav
Happy,6787.wav
Suprised,6788.wav
Angry,6789.wav
Neutral,6790.wav
Angry,6791.wav
Disgusted,6792.wav
Sad,6793.wav
Sad,6794.wav
Angry,6795.wav
Neutral,6796.wav
Fearful,6797.wav
Sad,6798.wav
Angry,6799.wav
Angry,6800.wav
Angry,6801.wav
Angry,6802.wav
Fearful,6803.wav
Neutral,6804.wav
Suprised,6805.wav
Neutral,6806.wav
Angry,6807.wav
Sad,6808.wav
Sad,6809.wav
Disgusted,6810.wav
Angry,6811.wav
Fearful,6812.wav
Neutral,6813.wav
Disgusted,6814.wav
Disgusted,6815.wav
Disgusted,6816.wav
Happy,6817.wav
Angry,6818.wav
Sad,6819.wav
Disgusted,6820.wav
Disgusted,6821.wav
Disgusted,6822.wav
Fearful,6823.wav
Neutral,6824.wav
Suprised,6825.wav
Sad,6826.wav
Happy,6827.wav
Happy,6828.wav
Angry,6829.wav
Fearful,6830.wav
Neutral,6831.wav
Fearful,6832.wav
Fearful,6833.wav
Happy,6834.wav
Angry,6835.wav
Disgusted,6836.wav
Sad,6837.wav
Disgusted,6838.wav
Sad,6839.wav
Fearful,6840.wav
Fearful,6841.wav
Sad,6842.wav
Sad,6843.wav
Fearful,6844.wav
Fearful,6845.wav
Disgusted,6846.wav
Happy,6847.wav
Neutral,6848.wav
Sad,6849.wav
Angry,6850.wav
Disgusted,6851.wav
Fearful,6852.wav
Angry,6853.wav
Sad,6854.wav
Disgusted,6855.wav
Happy,6856.wav
Fearful,6857.wav
Disgusted,6858.wav
Angry,6859.wav
Neutral,6860.wav
Suprised,6861.wav
Neutral,6862.wav
Sad,6863.wav
Fearful,6864.wav
Suprised,6865.wav
Fearful,6866.wav
Disgusted,6867.wav
Sad,6868.wav
Angry,6869.wav
Fearful,6870.wav
Neutral,6871.wav
Angry,6872.wav
Angry,6873.wav
Angry,6874.wav
Fearful,6875.wav
Happy,6876.wav
Happy,6877.wav
Neutral,6878.wav
Disgusted,6879.wav
Disgusted,6880.wav
Disgusted,6881.wav
Fearful,6882.wav
Sad,6883.wav
Sad,6884.wav
Angry,6885.wav
Sad,6886.wav
Sad,6887.wav
Neutral,6888.wav
Angry,6889.wav
Disgusted,6890.wav
Disgusted,6891.wav
Happy,6892.wav
Happy,6893.wav
Angry,6894.wav
Happy,6895.wav
Neutral,6896.wav
Neutral,6897.wav
Happy,6898.wav
Fearful,6899.wav
Disgusted,6900.wav
Sad,6901.wav
Angry,6902.wav
Suprised,6903.wav
Angry,6904.wav
Happy,6905.wav
Sad,6906.wav
Disgusted,6907.wav
Angry,6908.wav
Sad,6909.wav
Neutral,6910.wav
Sad,6911.wav
Sad,6912.wav
Disgusted,6913.wav
Happy,6914.wav
Neutral,6915.wav
Neutral,6916.wav
Fearful,6917.wav
Angry,6918.wav
Fearful,6919.wav
Happy,6920.wav
Neutral,6921.wav
Neutral,6922.wav
Sad,6923.wav
Sad,6924.wav
Angry,6925.wav
Angry,6926.wav
Sad,6927.wav
Neutral,6928.wav
Disgusted,6929.wav
Happy,6930.wav
Happy,6931.wav
Angry,6932.wav
Happy,6933.wav
Sad,6934.wav
Suprised,6935.wav
Sad,6936.wav
Fearful,6937.wav
Fearful,6938.wav
Neutral,6939.wav
Sad,6940.wav
Fearful,6941.wav
Neutral,6942.wav
Happy,6943.wav
Sad,6944.wav
Happy,6945.wav
Neutral,6946.wav
Neutral,6947.wav
Disgusted,6948.wav
Happy,6949.wav
Neutral,6950.wav
Neutral,6951.wav
Neutral,6952.wav
Neutral,6953.wav
Fearful,6954.wav
Disgusted,6955.wav
Happy,6956.wav
Angry,6957.wav
Happy,6958.wav
Angry,6959.wav
Happy,6960.wav
Angry,6961.wav
Angry,6962.wav
Neutral,6963.wav
Angry,6964.wav
Disgusted,6965.wav
Suprised,6966.wav
Disgusted,6967.wav
Happy,6968.wav
Happy,6969.wav
Suprised,6970.wav
Suprised,6971.wav
Angry,6972.wav
Fearful,6973.wav
Suprised,6974.wav
Angry,6975.wav
Angry,6976.wav
Happy,6977.wav
Neutral,6978.wav
Happy,6979.wav
Disgusted,6980.wav
Angry,6981.wav
Disgusted,6982.wav
Fearful,6983.wav
Angry,6984.wav
Suprised,6985.wav
Fearful,6986.wav
Disgusted,6987.wav
Neutral,6988.wav
Disgusted,6989.wav
Fearful,6990.wav
Disgusted,6991.wav
Angry,6992.wav
Happy,6993.wav
Disgusted,6994.wav
Angry,6995.wav
Angry,6996.wav
Disgusted,6997.wav
Angry,6998.wav
Fearful,6999.wav
Sad,7000.wav
Neutral,7001.wav
Happy,7002.wav
Angry,7003.wav
Neutral,7004.wav
Neutral,7005.wav
Neutral,7006.wav
Angry,7007.wav
Fearful,7008.wav
Fearful,7009.wav
Fearful,7010.wav
Disgusted,7011.wav
Neutral,7012.wav
Disgusted,7013.wav
Sad,7014.wav
Happy,7015.wav
Sad,7016.wav
Happy,7017.wav
Neutral,7018.wav
Happy,7019.wav
Suprised,7020.wav
Suprised,7021.wav
Angry,7022.wav
Angry,7023.wav
Happy,7024.wav
Happy,7025.wav
Happy,7026.wav
Neutral,7027.wav
Fearful,7028.wav
Happy,7029.wav
Suprised,7030.wav
Sad,7031.wav
Sad,7032.wav
Neutral,7033.wav
Disgusted,7034.wav
Sad,7035.wav
Sad,7036.wav
Disgusted,7037.wav
Happy,7038.wav
Fearful,7039.wav
Happy,7040.wav
Angry,7041.wav
Happy,7042.wav
Fearful,7043.wav
Fearful,7044.wav
Angry,7045.wav
Neutral,7046.wav
Disgusted,7047.wav
Suprised,7048.wav
Angry,7049.wav
Neutral,7050.wav
Happy,7051.wav
Sad,7052.wav
Fearful,7053.wav
Angry,7054.wav
Sad,7055.wav
Angry,7056.wav
Happy,7057.wav
Suprised,7058.wav
Happy,7059.wav
Angry,7060.wav
Neutral,7061.wav
Neutral,7062.wav
Disgusted,7063.wav
Fearful,7064.wav
Fearful,7065.wav
Neutral,7066.wav
Happy,7067.wav
Happy,7068.wav
Happy,7069.wav
Sad,7070.wav
Sad,7071.wav
Fearful,7072.wav
Angry,7073.wav
Angry,7074.wav
Happy,7075.wav
Happy,7076.wav
Disgusted,7077.wav
Angry,7078.wav
Angry,7079.wav
Fearful,7080.wav
Fearful,7081.wav
Disgusted,7082.wav
Fearful,7083.wav
Happy,7084.wav
Disgusted,7085.wav
Happy,7086.wav
Happy,7087.wav
Disgusted,7088.wav
Angry,7089.wav
Happy,7090.wav
Fearful,7091.wav
Happy,7092.wav
Disgusted,7093.wav
Angry,7094.wav
Sad,7095.wav
Sad,7096.wav
Fearful,7097.wav
Angry,7098.wav
Angry,7099.wav
Angry,7100.wav
Happy,7101.wav
Angry,7102.wav
Suprised,7103.wav
Disgusted,7104.wav
Angry,7105.wav
Fearful,7106.wav
Happy,7107.wav
Disgusted,7108.wav
Fearful,7109.wav
Neutral,7110.wav
Angry,7111.wav
Sad,7112.wav
Happy,7113.wav
Fearful,7114.wav
Suprised,7115.wav
Neutral,7116.wav
Disgusted,7117.wav
Disgusted,7118.wav
Happy,7119.wav
Neutral,7120.wav
Fearful,7121.wav
Happy,7122.wav
Neutral,7123.wav
Sad,7124.wav
Fearful,7125.wav
Angry,7126.wav
Happy,7127.wav
Angry,7128.wav
Fearful,7129.wav
Suprised,7130.wav
Sad,7131.wav
Neutral,7132.wav
Disgusted,7133.wav
Fearful,7134.wav
Angry,7135.wav
Angry,7136.wav
Angry,7137.wav
Neutral,7138.wav
Suprised,7139.wav
Suprised,7140.wav
Disgusted,7141.wav
Happy,7142.wav
Neutral,7143.wav
Fearful,7144.wav
Fearful,7145.wav
Fearful,7146.wav
Fearful,7147.wav
Neutral,7148.wav
Sad,7149.wav
Sad,7150.wav
Happy,7151.wav
Happy,7152.wav
Happy,7153.wav
Sad,7154.wav
Suprised,7155.wav
Neutral,7156.wav
Happy,7157.wav
Fearful,7158.wav
Happy,7159.wav
Happy,7160.wav
Happy,7161.wav
Angry,7162.wav
Neutral,7163.wav
Neutral,7164.wav
Happy,7165.wav
Sad,7166.wav
Fearful,7167.wav
Fearful,7168.wav
Sad,7169.wav
Happy,7170.wav
Neutral,7171.wav
Neutral,7172.wav
Angry,7173.wav
Disgusted,7174.wav
Neutral,7175.wav
Angry,7176.wav
Happy,7177.wav
Fearful,7178.wav
Angry,7179.wav
Neutral,7180.wav
Sad,7181.wav
Sad,7182.wav
Neutral,7183.wav
Disgusted,7184.wav
Happy,7185.wav
Fearful,7186.wav
Disgusted,7187.wav
Disgusted,7188.wav
Happy,7189.wav
Angry,7190.wav
Fearful,7191.wav
Neutral,7192.wav
Angry,7193.wav
Happy,7194.wav
Sad,7195.wav
Angry,7196.wav
Angry,7197.wav
Disgusted,7198.wav
Angry,7199.wav
Neutral,7200.wav
Disgusted,7201.wav
Disgusted,7202.wav
Disgusted,7203.wav
Disgusted,7204.wav
Disgusted,7205.wav
Happy,7206.wav
Angry,7207.wav
Neutral,7208.wav
Angry,7209.wav
Fearful,7210.wav
Sad,7211.wav
Suprised,7212.wav
Fearful,7213.wav
Disgusted,7214.wav
Suprised,7215.wav
Neutral,7216.wav
Suprised,7217.wav
Fearful,7218.wav
Disgusted,7219.wav
Angry,7220.wav
Neutral,7221.wav
Sad,7222.wav
Happy,7223.wav
Fearful,7224.wav
Angry,7225.wav
Sad,7226.wav
Angry,7227.wav
Neutral,7228.wav
Happy,7229.wav
Fearful,7230.wav
Suprised,7231.wav
Suprised,7232.wav
Neutral,7233.wav
Angry,7234.wav
Angry,7235.wav
Happy,7236.wav
Fearful,7237.wav
Fearful,7238.wav
Happy,7239.wav
Fearful,7240.wav
Happy,7241.wav
Fearful,7242.wav
Disgusted,7243.wav
Sad,7244.wav
Sad,7245.wav
Neutral,7246.wav
Fearful,7247.wav
Fearful,7248.wav
Suprised,7249.wav
Sad,7250.wav
Sad,7251.wav
Happy,7252.wav
Angry,7253.wav
Sad,7254.wav
Angry,7255.wav
Disgusted,7256.wav
Disgusted,7257.wav
Sad,7258.wav
Happy,7259.wav
Happy,7260.wav
Angry,7261.wav
Angry,7262.wav
Sad,7263.wav
Angry,7264.wav
Sad,7265.wav
Fearful,7266.wav
Disgusted,7267.wav
Neutral,7268.wav
Sad,7269.wav
Angry,7270.wav
Fearful,7271.wav
Happy,7272.wav
Fearful,7273.wav
Disgusted,7274.wav
Fearful,7275.wav
Happy,7276.wav
Happy,7277.wav
Happy,7278.wav
Angry,7279.wav
Fearful,7280.wav
Neutral,7281.wav
Neutral,7282.wav
Disgusted,7283.wav
Disgusted,7284.wav
Fearful,7285.wav
Sad,7286.wav
Disgusted,7287.wav
Fearful,7288.wav
Angry,7289.wav
Angry,7290.wav
Disgusted,7291.wav
Fearful,7292.wav
Happy,7293.wav
Sad,7294.wav
Suprised,7295.wav
Angry,7296.wav
Sad,7297.wav
Disgusted,7298.wav
Happy,7299.wav
Neutral,7300.wav
Neutral,7301.wav
Neutral,7302.wav
Sad,7303.wav
Happy,7304.wav
Neutral,7305.wav
Suprised,7306.wav
Neutral,7307.wav
Disgusted,7308.wav
Sad,7309.wav
Fearful,7310.wav
Suprised,7311.wav
Sad,7312.wav
Disgusted,7313.wav
Suprised,7314.wav
Sad,7315.wav
Happy,7316.wav
Disgusted,7317.wav
Fearful,7318.wav
Disgusted,7319.wav
Angry,7320.wav
Angry,7321.wav
Fearful,7322.wav
Happy,7323.wav
Angry,7324.wav
Neutral,7325.wav
Sad,7326.wav
Happy,7327.wav
Angry,7328.wav
Angry,7329.wav
Neutral,7330.wav
Angry,7331.wav
Suprised,7332.wav
Sad,7333.wav
Disgusted,7334.wav
Disgusted,7335.wav
Disgusted,7336.wav
Fearful,7337.wav
Neutral,7338.wav
Angry,7339.wav
Suprised,7340.wav
Disgusted,7341.wav
Angry,7342.wav
Fearful,7343.wav
Sad,7344.wav
Angry,7345.wav
Angry,7346.wav
Neutral,7347.wav
Suprised,7348.wav
Angry,7349.wav
Angry,7350.wav
Sad,7351.wav
Neutral,7352.wav
Angry,7353.wav
Suprised,7354.wav
Disgusted,7355.wav
Fearful,7356.wav
Happy,7357.wav
Happy,7358.wav
Sad,7359.wav
Neutral,7360.wav
Disgusted,7361.wav
Angry,7362.wav
Angry,7363.wav
Happy,7364.wav
Sad,7365.wav
Neutral,7366.wav
Sad,7367.wav
Suprised,7368.wav
Neutral,7369.wav
Neutral,7370.wav
Happy,7371.wav
Fearful,7372.wav
Angry,7373.wav
Disgusted,7374.wav
Suprised,7375.wav
Happy,7376.wav
Neutral,7377.wav
Neutral,7378.wav
Fearful,7379.wav
Fearful,7380.wav
Angry,7381.wav
Fearful,7382.wav
Disgusted,7383.wav
Fearful,7384.wav
Happy,7385.wav
Fearful,7386.wav
Disgusted,7387.wav
Happy,7388.wav
Disgusted,7389.wav
Angry,7390.wav
Happy,7391.wav
Angry,7392.wav
Neutral,7393.wav
Sad,7394.wav
Happy,7395.wav
Sad,7396.wav
Angry,7397.wav
Angry,7398.wav
Sad,7399.wav
Sad,7400.wav
Happy,7401.wav
Angry,7402.wav
Angry,7403.wav
Disgusted,7404.wav
Disgusted,7405.wav
Suprised,7406.wav
Neutral,7407.wav
Suprised,7408.wav
Sad,7409.wav
Angry,7410.wav
Disgusted,7411.wav
Disgusted,7412.wav
Happy,7413.wav
Angry,7414.wav
Fearful,7415.wav
Happy,7416.wav
Disgusted,7417.wav
Neutral,7418.wav
Fearful,7419.wav
Happy,7420.wav
Fearful,7421.wav
Neutral,7422.wav
Disgusted,7423.wav
Sad,7424.wav
Happy,7425.wav
Happy,7426.wav
Fearful,7427.wav
Sad,7428.wav
Sad,7429.wav
Fearful,7430.wav
Sad,7431.wav
Angry,7432.wav
Fearful,7433.wav
Neutral,7434.wav
Sad,7435.wav
Fearful,7436.wav
Angry,7437.wav
Disgusted,7438.wav
Suprised,7439.wav
Happy,7440.wav
Disgusted,7441.wav
Neutral,7442.wav
Sad,7443.wav
Sad,7444.wav
Neutral,7445.wav
Fearful,7446.wav
Disgusted,7447.wav
Suprised,7448.wav
Happy,7449.wav
Neutral,7450.wav
Suprised,7451.wav
Disgusted,7452.wav
Angry,7453.wav
Sad,7454.wav
Happy,7455.wav
Happy,7456.wav
Neutral,7457.wav
Disgusted,7458.wav
Sad,7459.wav
Angry,7460.wav
Happy,7461.wav
Angry,7462.wav
Angry,7463.wav
Disgusted,7464.wav
Sad,7465.wav
Neutral,7466.wav
Angry,7467.wav
Fearful,7468.wav
Angry,7469.wav
Happy,7470.wav
Fearful,7471.wav
Disgusted,7472.wav
Neutral,7473.wav
Disgusted,7474.wav
Sad,7475.wav
Sad,7476.wav
Angry,7477.wav
Angry,7478.wav
Disgusted,7479.wav
Angry,7480.wav
Fearful,7481.wav
Disgusted,7482.wav
Sad,7483.wav
Happy,7484.wav
Sad,7485.wav
Angry,7486.wav
Fearful,7487.wav
Happy,7488.wav
Happy,7489.wav
Neutral,7490.wav
Happy,7491.wav
Happy,7492.wav
Angry,7493.wav
Angry,7494.wav
Neutral,7495.wav
Happy,7496.wav
Happy,7497.wav
Happy,7498.wav
Disgusted,7499.wav
Neutral,7500.wav
Sad,7501.wav
Angry,7502.wav
Sad,7503.wav
Neutral,7504.wav
Neutral,7505.wav
Fearful,7506.wav
Angry,7507.wav
Angry,7508.wav
Sad,7509.wav
Happy,7510.wav
Disgusted,7511.wav
Fearful,7512.wav
Angry,7513.wav
Angry,7514.wav
Happy,7515.wav
Angry,7516.wav
Happy,7517.wav
Sad,7518.wav
Disgusted,7519.wav
Sad,7520.wav
Sad,7521.wav
Angry,7522.wav
Sad,7523.wav
Sad,7524.wav
Sad,7525.wav
Sad,7526.wav
Happy,7527.wav
Disgusted,7528.wav
Angry,7529.wav
Angry,7530.wav
Sad,7531.wav
Sad,7532.wav
Fearful,7533.wav
Neutral,7534.wav
Sad,7535.wav
Sad,7536.wav
Angry,7537.wav
Fearful,7538.wav
Angry,7539.wav
Neutral,7540.wav
Sad,7541.wav
Fearful,7542.wav
Sad,7543.wav
Fearful,7544.wav
Happy,7545.wav
Happy,7546.wav
Fearful,7547.wav
Fearful,7548.wav
Angry,7549.wav
Disgusted,7550.wav
Neutral,7551.wav
Fearful,7552.wav
Sad,7553.wav
Neutral,7554.wav
Suprised,7555.wav
Angry,7556.wav
Fearful,7557.wav
Fearful,7558.wav
Fearful,7559.wav
Fearful,7560.wav
Neutral,7561.wav
Neutral,7562.wav
Sad,7563.wav
Fearful,7564.wav
Sad,7565.wav
Happy,7566.wav
Angry,7567.wav
Angry,7568.wav
Fearful,7569.wav
Angry,7570.wav
Disgusted,7571.wav
Happy,7572.wav
Disgusted,7573.wav
Sad,7574.wav
Neutral,7575.wav
Angry,7576.wav
Suprised,7577.wav
Sad,7578.wav
Fearful,7579.wav
Disgusted,7580.wav
Happy,7581.wav
Sad,7582.wav
Angry,7583.wav
Angry,7584.wav
Disgusted,7585.wav
Happy,7586.wav
Suprised,7587.wav
Happy,7588.wav
Disgusted,7589.wav
Sad,7590.wav
Angry,7591.wav
Sad,7592.wav
Suprised,7593.wav
Sad,7594.wav
Neutral,7595.wav
Fearful,7596.wav
Happy,7597.wav
Angry,7598.wav
Angry,7599.wav
Happy,7600.wav
Sad,7601.wav
Happy,7602.wav
Neutral,7603.wav
Sad,7604.wav
Angry,7605.wav
Sad,7606.wav
Happy,7607.wav
Happy,7608.wav
Neutral,7609.wav
Fearful,7610.wav
Happy,7611.wav
Sad,7612.wav
Fearful,7613.wav
Neutral,7614.wav
Sad,7615.wav
Fearful,7616.wav
Sad,7617.wav
Sad,7618.wav
Fearful,7619.wav
Suprised,7620.wav
Angry,7621.wav
Happy,7622.wav
Happy,7623.wav
Happy,7624.wav
Happy,7625.wav
Fearful,7626.wav
Disgusted,7627.wav
Angry,7628.wav
Fearful,7629.wav
Sad,7630.wav
Fearful,7631.wav
Suprised,7632.wav
Fearful,7633.wav
Angry,7634.wav
Fearful,7635.wav
Happy,7636.wav
Angry,7637.wav
Suprised,7638.wav
Neutral,7639.wav
Neutral,7640.wav
Disgusted,7641.wav
Fearful,7642.wav
Happy,7643.wav
Sad,7644.wav
Suprised,7645.wav
Happy,7646.wav
Fearful,7647.wav
Fearful,7648.wav
Sad,7649.wav
Disgusted,7650.wav
Sad,7651.wav
Fearful,7652.wav
Happy,7653.wav
Neutral,7654.wav
Neutral,7655.wav
Suprised,7656.wav
Angry,7657.wav
Angry,7658.wav
Neutral,7659.wav
Happy,7660.wav
Happy,7661.wav
Sad,7662.wav
Sad,7663.wav
Neutral,7664.wav
Disgusted,7665.wav
Fearful,7666.wav
Neutral,7667.wav
Happy,7668.wav
Neutral,7669.wav
Happy,7670.wav
Neutral,7671.wav
Angry,7672.wav
Happy,7673.wav
Happy,7674.wav
Angry,7675.wav
Neutral,7676.wav
Sad,7677.wav
Sad,7678.wav
Suprised,7679.wav
Neutral,7680.wav
Neutral,7681.wav
Sad,7682.wav
Sad,7683.wav
Neutral,7684.wav
Fearful,7685.wav
Neutral,7686.wav
Disgusted,7687.wav
Happy,7688.wav
Happy,7689.wav
Disgusted,7690.wav
Angry,7691.wav
Disgusted,7692.wav
Sad,7693.wav
Sad,7694.wav
Angry,7695.wav
Disgusted,7696.wav
Neutral,7697.wav
Sad,7698.wav
Angry,7699.wav
Neutral,7700.wav
Angry,7701.wav
Happy,7702.wav
Disgusted,7703.wav
Disgusted,7704.wav
Fearful,7705.wav
Happy,7706.wav
Disgusted,7707.wav
Neutral,7708.wav
Angry,7709.wav
Happy,7710.wav
Angry,7711.wav
Sad,7712.wav
Angry,7713.wav
Disgusted,7714.wav
Fearful,7715.wav
Fearful,7716.wav
Sad,7717.wav
Fearful,7718.wav
Happy,7719.wav
Fearful,7720.wav
Angry,7721.wav
Angry,7722.wav
Disgusted,7723.wav
Neutral,7724.wav
Disgusted,7725.wav
Disgusted,7726.wav
Suprised,7727.wav
Angry,7728.wav
Happy,7729.wav
Fearful,7730.wav
Sad,7731.wav
Fearful,7732.wav
Disgusted,7733.wav
Sad,7734.wav
Happy,7735.wav
Neutral,7736.wav
Fearful,7737.wav
Happy,7738.wav
Happy,7739.wav
Neutral,7740.wav
Neutral,7741.wav
Angry,7742.wav
Angry,7743.wav
Fearful,7744.wav
Happy,7745.wav
Happy,7746.wav
Sad,7747.wav
Sad,7748.wav
Angry,7749.wav
Happy,7750.wav
Happy,7751.wav
Neutral,7752.wav
Sad,7753.wav
Angry,7754.wav
Disgusted,7755.wav
Angry,7756.wav
Happy,7757.wav
Neutral,7758.wav
Fearful,7759.wav
Angry,7760.wav
Happy,7761.wav
Sad,7762.wav
Happy,7763.wav
Sad,7764.wav
Happy,7765.wav
Angry,7766.wav
Angry,7767.wav
Neutral,7768.wav
Fearful,7769.wav
Sad,7770.wav
Happy,7771.wav
Disgusted,7772.wav
Angry,7773.wav
Disgusted,7774.wav
Angry,7775.wav
Disgusted,7776.wav
Sad,7777.wav
Fearful,7778.wav
Happy,7779.wav
Fearful,7780.wav
Sad,7781.wav
Sad,7782.wav
Neutral,7783.wav
Sad,7784.wav
Fearful,7785.wav
Happy,7786.wav
Angry,7787.wav
Fearful,7788.wav
Fearful,7789.wav
Sad,7790.wav
Angry,7791.wav
Sad,7792.wav
Disgusted,7793.wav
Happy,7794.wav
Happy,7795.wav
Fearful,7796.wav
Neutral,7797.wav
Angry,7798.wav
Happy,7799.wav
Suprised,7800.wav
Disgusted,7801.wav
Neutral,7802.wav
Fearful,7803.wav
Sad,7804.wav
Neutral,7805.wav
Fearful,7806.wav
Fearful,7807.wav
Neutral,7808.wav
Sad,7809.wav
Sad,7810.wav
Disgusted,7811.wav
Happy,7812.wav
Neutral,7813.wav
Fearful,7814.wav
Fearful,7815.wav
Fearful,7816.wav
Neutral,7817.wav
Happy,7818.wav
Sad,7819.wav
Angry,7820.wav
Neutral,7821.wav
Disgusted,7822.wav
Fearful,7823.wav
Fearful,7824.wav
Happy,7825.wav
Neutral,7826.wav
Neutral,7827.wav
Angry,7828.wav
Disgusted,7829.wav
Suprised,7830.wav
Fearful,7831.wav
Angry,7832.wav
Angry,7833.wav
Angry,7834.wav
Happy,7835.wav
Sad,7836.wav
Angry,7837.wav
Happy,7838.wav
Sad,7839.wav
Happy,7840.wav
Sad,7841.wav
Fearful,7842.wav
Neutral,7843.wav
Neutral,7844.wav
Happy,7845.wav
Disgusted,7846.wav
Happy,7847.wav
Neutral,7848.wav
Fearful,7849.wav
Sad,7850.wav
Disgusted,7851.wav
Disgusted,7852.wav
Happy,7853.wav
Fearful,7854.wav
Happy,7855.wav
Disgusted,7856.wav
Suprised,7857.wav
Disgusted,7858.wav
Happy,7859.wav
Disgusted,7860.wav
Angry,7861.wav
Fearful,7862.wav
Disgusted,7863.wav
Happy,7864.wav
Fearful,7865.wav
Fearful,7866.wav
Angry,7867.wav
Disgusted,7868.wav
Neutral,7869.wav
Fearful,7870.wav
Fearful,7871.wav
Happy,7872.wav
Angry,7873.wav
Angry,7874.wav
Sad,7875.wav
Disgusted,7876.wav
Happy,7877.wav
Disgusted,7878.wav
Neutral,7879.wav
Sad,7880.wav
Angry,7881.wav
Happy,7882.wav
Neutral,7883.wav
Sad,7884.wav
Fearful,7885.wav
Sad,7886.wav
Disgusted,7887.wav
Angry,7888.wav
Sad,7889.wav
Happy,7890.wav
Disgusted,7891.wav
Angry,7892.wav
Angry,7893.wav
Neutral,7894.wav
Neutral,7895.wav
Sad,7896.wav
Disgusted,7897.wav
Neutral,7898.wav
Sad,7899.wav
Angry,7900.wav
Happy,7901.wav
Happy,7902.wav
Disgusted,7903.wav
Sad,7904.wav
Disgusted,7905.wav
Disgusted,7906.wav
Fearful,7907.wav
Angry,7908.wav
Disgusted,7909.wav
Suprised,7910.wav
Fearful,7911.wav
Happy,7912.wav
Disgusted,7913.wav
Happy,7914.wav
Disgusted,7915.wav
Disgusted,7916.wav
Happy,7917.wav
Sad,7918.wav
Sad,7919.wav
Sad,7920.wav
Disgusted,7921.wav
Angry,7922.wav
Happy,7923.wav
Angry,7924.wav
Angry,7925.wav
Sad,7926.wav
Disgusted,7927.wav
Disgusted,7928.wav
Disgusted,7929.wav
Sad,7930.wav
Happy,7931.wav
Disgusted,7932.wav
Happy,7933.wav
Disgusted,7934.wav
Angry,7935.wav
Happy,7936.wav
Fearful,7937.wav
Disgusted,7938.wav
Sad,7939.wav
Sad,7940.wav
Sad,7941.wav
Sad,7942.wav
Happy,7943.wav
Fearful,7944.wav
Sad,7945.wav
Fearful,7946.wav
Fearful,7947.wav
Suprised,7948.wav
Neutral,7949.wav
Happy,7950.wav
Disgusted,7951.wav
Happy,7952.wav
Angry,7953.wav
Disgusted,7954.wav
Happy,7955.wav
Disgusted,7956.wav
Happy,7957.wav
Sad,7958.wav
Happy,7959.wav
Happy,7960.wav
Angry,7961.wav
Fearful,7962.wav
Sad,7963.wav
Angry,7964.wav
Angry,7965.wav
Sad,7966.wav
Sad,7967.wav
Sad,7968.wav
Happy,7969.wav
Disgusted,7970.wav
Happy,7971.wav
Neutral,7972.wav
Sad,7973.wav
Happy,7974.wav
Fearful,7975.wav
Fearful,7976.wav
Happy,7977.wav
Happy,7978.wav
Neutral,7979.wav
Neutral,7980.wav
Happy,7981.wav
Fearful,7982.wav
Neutral,7983.wav
Happy,7984.wav
